id;left;satisfaction_level;last_evaluation;average_montly_hours;time_spend_company;Work_accident;promotion_last_5years;salary;num_project;depto
7044;0;0,57;0,86;258;2;0;0;low;3;sales
7045;0;0,7;0,48;237;3;0;0;low;4;sales
7046;0;0,58;0,59;224;3;0;0;high;4;sales
7047;0;0,43;0,86;125;3;1;0;low;5;sales
7048;0;0,92;0,82;207;4;0;0;low;4;sales
7049;0;0,24;0,7;194;3;0;0;low;5;sales
7050;0;0,67;0,52;273;3;0;0;low;3;sales
7051;0;0,68;0,84;209;3;0;0;high;3;sales
7052;0;0,54;0,75;181;3;0;0;low;3;accounting
7053;0;0,73;0,63;172;4;1;0;low;3;accounting
7054;0;0,59;0,41;139;3;0;0;low;4;accounting
7055;0;0,22;0,64;260;4;0;0;high;6;hr
7056;0;0,49;0,83;168;4;1;0;low;3;hr
7057;0;0,91;1;242;3;1;0;medium;6;hr
7058;0;0,18;0,97;206;3;0;0;high;4;hr
7059;0;0,71;0,41;107;4;0;0;medium;5;technical
7060;0;0,56;0,66;216;2;0;0;high;5;technical
7061;0;0,84;0,62;152;3;0;0;medium;4;technical
7062;0;0,59;0,49;122;5;0;0;medium;5;technical
7063;0;0,88;0,62;138;3;0;0;medium;4;technical
7064;0;0,8;0,52;182;2;0;0;medium;3;technical
7065;0;0,53;0,63;205;2;0;0;medium;3;technical
7066;0;0,53;0,83;267;4;0;0;medium;3;technical
7067;0;0,3;0,67;150;2;0;0;medium;3;technical
7068;0;0,91;0,7;134;2;0;0;medium;4;technical
7069;0;0,32;0,66;116;5;1;0;high;5;technical
7070;0;0,73;0,87;181;3;0;0;low;3;support
7071;0;0,87;0,54;268;3;0;0;medium;3;support
7072;0;0,57;0,73;129;3;0;0;medium;3;support
7073;0;0,62;0,94;151;4;0;0;medium;3;support
7074;0;0,55;0,91;243;4;0;0;medium;3;support
7075;0;0,93;0,57;143;2;0;0;medium;5;support
7076;0;0,3;0,47;156;2;1;0;medium;6;support
7077;0;0,57;0,7;210;2;0;0;medium;3;support
7078;0;0,9;0,85;279;6;0;0;medium;4;support
7079;0;0,83;0,79;270;3;1;0;medium;4;support
7080;0;0,38;0,64;160;3;0;0;high;5;support
7081;0;0,97;0,95;173;2;0;0;low;4;technical
7082;0;0,7;1;261;3;0;0;low;4;technical
7083;0;0,26;0,73;178;6;0;0;low;4;technical
7084;0;0,58;0,58;122;3;0;0;high;3;management
7085;0;0,69;0,57;227;4;0;0;low;5;IT
7086;0;0,88;0,6;168;3;0;0;low;2;IT
7087;0;0,57;0,91;252;4;0;0;low;4;IT
7088;0;0,94;0,8;170;4;0;0;high;5;IT
7089;0;0,94;0,58;135;3;0;0;low;3;IT
7090;0;0,46;0,49;286;5;0;0;low;5;product_mng
7091;0;0,49;0,57;213;3;1;0;low;2;product_mng
7092;0;0,96;1;148;3;0;0;low;5;product_mng
7093;0;0,29;0,95;117;4;0;0;low;5;product_mng
7094;0;0,94;0,69;164;2;0;0;low;3;IT
7095;0;0,56;0,64;262;2;1;0;low;3;RandD
7096;0;0,18;0,49;250;5;1;0;medium;5;RandD
7097;0;0,84;0,83;222;3;0;0;medium;4;RandD
7098;0;0,58;0,96;192;4;0;0;medium;3;RandD
7099;0;0,21;0,6;151;6;0;0;medium;5;RandD
7100;0;0,59;0,53;216;2;0;0;medium;4;marketing
7101;0;0,66;0,65;234;2;0;0;medium;3;marketing
7102;0;0,58;0,82;268;3;0;0;medium;4;sales
7103;0;0,66;0,49;194;5;0;0;medium;4;accounting
7104;0;0,56;0,78;200;2;0;0;medium;3;support
7105;0;0,92;0,78;194;3;0;0;medium;3;technical
7106;0;0,56;0,69;176;3;0;0;medium;3;management
7107;0;0,57;0,59;158;3;0;0;medium;4;marketing
7108;0;0,99;0,79;271;4;0;0;high;3;marketing
7109;0;0,76;0,93;187;4;0;0;low;4;marketing
7110;0;0,78;0,91;202;2;0;0;medium;4;sales
7111;0;0,99;0,48;202;2;0;0;medium;5;sales
7112;0;0,71;0,95;204;3;1;0;medium;6;sales
7113;0;0,51;0,96;204;3;1;0;medium;4;sales
7114;0;0,88;0,82;244;3;0;0;low;3;sales
7115;0;0,96;0,83;234;3;0;0;low;3;sales
7116;0;0,9;0,64;217;3;0;0;low;4;sales
7117;0;0,77;0,51;142;4;0;0;low;4;sales
7118;0;0,95;0,5;186;3;1;0;low;4;sales
7119;0;0,85;0,67;267;2;1;0;low;3;sales
7120;0;0,46;0,79;108;3;0;0;low;2;sales
7121;0;0,57;0,95;274;4;0;0;low;3;sales
7122;0;0,93;1;148;4;0;0;low;3;sales
7123;0;0,78;0,68;168;3;0;0;low;5;sales
7124;0;0,68;1;185;2;1;0;low;4;sales
7125;0;0,83;0,78;257;2;0;0;low;3;sales
7126;0;0,56;0,51;256;4;1;0;low;5;sales
7127;0;0,93;0,78;188;2;0;0;low;2;sales
7128;1;0,13;0,53;173;4;0;0;low;6;sales
7129;0;0,71;0,99;208;2;1;0;low;5;accounting
7130;0;0,98;0,74;202;3;0;0;low;4;accounting
7131;0;0,83;0,82;134;3;0;0;low;3;accounting
7132;0;0,78;0,65;154;2;0;0;low;3;hr
7133;0;0,35;0,58;103;3;0;0;low;3;hr
7134;0;0,67;0,55;256;6;0;0;low;4;hr
7135;0;0,86;0,88;274;3;0;0;medium;4;hr
7136;0;0,33;0,61;163;3;0;0;medium;2;technical
7137;0;0,3;0,86;232;3;0;0;medium;6;technical
7138;0;0,75;0,63;268;3;0;0;medium;4;technical
7139;0;0,8;0,98;209;3;0;0;medium;3;technical
7140;0;0,98;0,53;238;3;0;0;medium;5;technical
7141;0;0,72;0,48;155;2;0;0;medium;3;technical
7142;0;0,82;0,52;270;3;0;0;medium;5;technical
7143;0;0,91;0,59;134;2;1;0;medium;3;technical
7144;0;0,84;0,78;221;3;1;0;medium;3;technical
7145;0;0,95;0,74;258;3;0;0;medium;4;technical
7146;0;0,53;0,51;272;5;0;0;medium;6;technical
7147;0;0,5;0,5;184;3;0;0;high;4;support
7148;0;0,36;0,95;276;2;0;0;low;6;support
7149;0;0,33;0,38;186;3;0;0;medium;4;support
7150;0;0,38;0,47;189;5;0;0;medium;3;support
7151;0;0,7;0,9;224;3;0;0;medium;3;support
7152;0;0,44;0,45;237;6;0;0;medium;6;support
7153;0;0,32;0,66;144;2;0;0;low;3;support
7154;0;0,63;0,93;171;3;1;0;low;6;support
7155;0;0,56;0,54;232;2;0;0;low;3;support
7156;0;0,56;0,78;193;2;1;0;low;4;support
7157;0;0,81;0,78;166;2;0;0;low;3;support
7158;0;0,89;0,75;167;2;0;0;low;3;technical
7159;0;0,63;0,87;101;3;0;0;low;2;technical
7160;0;0,64;0,66;266;3;0;0;low;5;technical
7161;0;0,46;0,53;135;2;0;0;low;3;management
7162;0;0,76;0,56;137;3;0;0;low;4;IT
7163;0;0,99;0,71;191;3;0;0;low;3;IT
7164;0;0,85;0,76;262;2;0;0;low;4;IT
7165;0;0,78;0,99;174;3;0;0;low;3;IT
7166;0;0,91;0,56;241;2;0;0;low;4;IT
7167;0;0,16;0,57;144;4;1;0;low;5;product_mng
7168;0;0,71;0,57;218;3;0;0;low;3;product_mng
7169;0;0,92;0,68;210;2;0;0;low;5;product_mng
7170;0;0,21;0,98;208;5;1;0;low;6;product_mng
7171;0;0,74;0,6;232;3;0;0;low;3;IT
7172;0;0,76;0,6;140;2;0;0;low;3;RandD
7173;0;0,62;0,95;189;4;0;0;low;3;RandD
7174;0;1;0,61;264;3;0;0;medium;5;RandD
7175;0;0,67;0,54;157;2;0;0;medium;5;RandD
7176;0;0,81;0,87;161;2;0;0;medium;4;RandD
7177;0;0,84;0,69;149;3;0;0;medium;4;marketing
7178;0;0,84;0,99;144;4;0;0;medium;3;sales
7179;0;0,97;0,97;242;2;0;0;medium;4;accounting
7180;0;0,7;0,5;214;5;0;0;medium;6;support
7181;0;0,52;0,74;174;3;0;0;medium;4;technical
7182;0;0,46;0,88;169;3;0;0;medium;5;management
7183;0;1;0,87;268;2;0;0;medium;4;marketing
7184;0;0,91;0,58;257;3;0;0;medium;3;marketing
7185;0;0,16;0,69;187;5;0;0;medium;4;marketing
7186;0;0,58;0,62;270;2;0;0;high;5;sales
7187;0;0,75;0,61;173;4;0;0;low;5;sales
7188;0;0,96;0,62;193;4;0;0;medium;6;sales
7189;0;0,92;0,78;212;2;0;0;medium;4;sales
7190;0;0,35;0,63;156;3;0;0;medium;3;sales
7191;0;0,56;0,96;244;3;0;0;medium;3;sales
7192;0;0,27;0,96;255;4;0;0;low;3;sales
7193;0;0,66;0,72;152;3;1;0;low;5;sales
7194;0;0,66;0,98;163;3;1;0;low;4;sales
7195;0;0,98;0,69;150;2;0;0;low;3;sales
7196;0;0,51;0,58;169;2;0;0;low;4;sales
7197;0;0,51;0,83;133;3;0;0;low;3;sales
7198;0;0,53;0,94;202;3;1;0;low;4;sales
7199;0;0,69;0,7;169;2;0;0;low;4;sales
7200;0;0,66;0,74;270;2;1;0;low;4;sales
7201;0;0,89;0,76;251;2;1;0;low;3;sales
7202;0;0,74;0,64;267;5;0;0;low;3;sales
7203;0;0,82;0,75;224;3;0;0;low;4;sales
7204;0;0,66;0,9;250;2;0;0;low;3;sales
7205;0;0,59;0,97;258;2;0;0;low;3;accounting
7206;0;0,13;0,65;209;5;0;0;low;2;accounting
7207;0;0,68;0,74;215;3;0;0;low;4;accounting
7208;0;0,5;0,81;183;3;0;0;low;3;hr
7209;0;0,6;0,82;143;3;0;0;low;3;hr
7210;0;0,87;0,98;174;3;0;0;low;3;hr
7211;0;0,51;0,89;170;4;0;0;low;6;hr
7212;0;0,78;0,63;202;2;0;0;low;3;technical
7213;0;0,66;0,96;160;2;0;0;medium;4;technical
7214;0;0,72;0,73;211;2;0;0;medium;5;technical
7215;0;0,57;0,98;236;3;1;0;medium;3;technical
7216;0;0,5;0,49;236;3;0;0;medium;4;technical
7217;0;0,72;0,62;252;2;1;0;medium;4;technical
7218;0;0,41;0,48;155;2;1;0;medium;3;technical
7219;0;0,55;0,65;138;2;0;0;medium;5;technical
7220;0;0,49;0,94;195;3;1;0;medium;4;technical
7221;0;0,8;0,94;150;3;0;0;medium;3;technical
7222;0;0,78;0,51;172;3;0;0;medium;3;technical
7223;0;0,69;0,56;240;2;0;0;medium;3;support
7224;0;0,83;0,98;229;6;0;0;medium;3;support
7225;0;0,89;0,73;169;3;0;0;high;3;support
7226;0;0,94;0,82;246;3;0;0;low;3;support
7227;0;0,51;0,53;260;2;1;0;medium;4;support
7228;0;0,89;0,9;101;6;0;0;medium;4;support
7229;0;0,99;0,69;190;3;0;0;medium;3;support
7230;0;0,79;0,66;154;4;0;0;medium;3;support
7231;0;0,98;0,97;196;4;0;0;low;4;support
7232;0;0,98;0,97;209;3;0;0;low;3;support
7233;0;0,97;0,67;223;3;0;0;low;4;support
7234;0;0,71;0,71;221;3;0;0;low;4;technical
7235;0;0,49;0,6;141;3;0;0;low;4;technical
7236;0;0,72;0,71;135;3;0;0;low;3;technical
7237;0;0,58;0,61;191;3;1;0;low;2;management
7238;0;0,65;1;195;3;0;0;low;4;IT
7239;0;0,18;0,55;217;4;0;0;low;5;IT
7240;0;0,83;0,99;184;3;0;0;low;4;IT
7241;0;0,2;0,76;188;3;0;0;low;5;IT
7242;0;0,96;0,93;240;6;0;0;low;6;IT
7243;0;0,59;0,69;226;3;0;0;low;4;product_mng
7244;0;0,97;0,99;196;3;0;0;low;3;product_mng
7245;0;0,14;0,99;251;4;0;0;low;6;product_mng
7246;0;0,75;0,96;150;2;0;0;low;4;product_mng
7247;0;0,71;0,63;249;3;0;0;low;3;IT
7248;0;0,84;0,52;251;3;0;0;low;4;RandD
7249;0;0,57;0,75;252;3;0;0;medium;5;RandD
7250;0;0,46;0,55;261;5;0;0;medium;5;RandD
7251;0;0,77;0,94;225;2;0;0;medium;4;RandD
7252;0;0,44;0,65;151;3;0;0;medium;2;RandD
7253;0;0,68;0,59;147;2;0;0;medium;4;marketing
7254;0;0,94;0,58;159;3;0;0;medium;4;sales
7255;0;0,73;0,91;241;2;1;0;medium;4;accounting
7256;0;0,51;0,5;176;5;0;0;medium;5;support
7257;0;0,93;0,87;218;4;0;0;medium;4;technical
7258;0;0,74;1;219;3;0;0;medium;4;management
7259;0;0,82;0,9;227;3;0;0;medium;3;marketing
7260;0;0,86;0,91;182;2;0;0;medium;4;marketing
7261;0;0,99;0,86;196;2;1;0;high;4;marketing
7262;0;0,58;0,86;257;3;0;0;low;4;sales
7263;0;0,96;0,6;182;5;0;0;medium;5;sales
7264;0;0,72;0,67;192;3;0;0;medium;4;sales
7265;0;0,23;0,94;142;4;0;0;medium;4;sales
7266;0;0,99;0,79;172;2;0;0;medium;4;sales
7267;0;0,95;0,58;188;3;0;0;low;4;sales
7268;0;0,75;0,55;281;3;1;0;low;5;sales
7269;0;0,95;0,54;255;2;0;0;low;4;sales
7270;0;0,97;0,84;223;3;0;0;low;3;sales
7271;0;0,98;0,86;219;4;0;0;low;2;sales
7272;0;0,79;0,98;195;2;0;0;low;3;sales
7273;0;0,54;0,91;156;3;0;0;low;2;sales
7274;0;0,51;0,51;259;4;0;0;low;5;sales
7275;0;0,83;0,91;266;3;1;0;low;4;sales
7276;0;0,6;0,7;147;2;0;0;low;3;sales
7277;0;0,58;0,83;207;3;0;0;low;4;sales
7278;0;0,55;0,68;185;2;0;0;low;3;sales
7279;0;0,5;0,64;195;2;0;0;low;5;sales
7280;0;0,46;0,41;148;4;0;0;low;6;sales
7281;0;0,61;0,82;157;2;0;0;low;3;accounting
7282;0;0,91;0,98;146;3;0;0;low;4;accounting
7283;0;0,5;0,94;262;4;0;0;low;3;accounting
7284;0;0,75;0,82;169;3;0;0;low;3;hr
7285;0;0,74;0,87;192;3;1;0;low;3;hr
7286;0;0,62;0,53;147;2;0;0;low;4;hr
7287;0;0,87;0,76;254;2;1;0;low;5;hr
7288;0;0,13;0,72;244;4;0;0;medium;3;technical
7289;0;0,71;0,43;100;6;0;0;medium;2;technical
7290;0;0,7;0,9;173;2;0;0;medium;3;technical
7291;0;0,32;0,87;197;2;1;0;medium;2;technical
7292;0;0,84;0,72;256;4;0;0;medium;3;technical
7293;0;0,79;0,87;253;2;0;0;medium;4;technical
7294;0;0,97;0,64;152;2;0;0;medium;4;technical
7295;0;0,76;0,58;136;3;0;0;medium;5;technical
7296;0;0,97;0,63;141;3;0;0;medium;3;technical
7297;0;0,53;0,4;212;3;1;0;medium;5;technical
7298;0;0,61;0,57;144;3;0;0;medium;4;technical
7299;0;0,94;0,89;118;4;0;0;medium;2;support
7300;0;0,52;0,79;265;3;1;0;high;5;support
7301;0;0,91;0,67;143;3;0;0;low;3;support
7302;0;0,52;0,63;230;2;0;0;medium;3;support
7303;0;0,59;0,68;243;2;0;0;medium;5;support
7304;0;0,61;0,71;152;4;1;0;medium;3;support
7305;0;0,78;0,78;252;3;0;0;medium;3;support
7306;0;0,44;0,67;113;2;0;0;low;3;support
7307;0;0,8;0,97;259;2;0;0;low;4;support
7308;0;0,54;0,6;139;5;0;0;low;4;support
7309;0;0,96;0,91;228;3;1;0;low;4;support
7310;0;0,98;0,49;214;3;0;0;low;4;technical
7311;0;0,83;0,91;210;4;0;0;low;4;technical
7312;0;0,64;0,89;146;3;0;0;low;4;technical
7313;0;0,51;0,78;155;2;0;0;low;3;management
7314;0;0,31;0,42;169;5;0;0;low;2;IT
7315;0;0,53;0,68;258;3;0;0;low;3;IT
7316;0;0,81;0,53;258;2;0;0;low;3;IT
7317;0;0,17;0,85;168;4;0;0;low;3;IT
7318;0;0,72;0,98;211;2;0;0;low;3;IT
7319;0;0,49;0,49;245;3;0;0;low;2;product_mng
7320;0;0,81;0,95;204;2;0;0;low;3;product_mng
7321;0;0,75;0,98;161;3;0;0;low;2;product_mng
7322;0;0,74;0,73;267;3;0;0;low;3;product_mng
7323;0;0,82;0,73;183;3;0;0;low;3;IT
7324;0;0,36;0,4;105;3;0;0;low;2;RandD
7325;0;0,89;0,55;260;2;0;0;low;3;RandD
7326;0;0,78;0,87;183;4;0;0;low;3;RandD
7327;0;0,81;0,56;262;3;0;0;medium;4;RandD
7328;0;0,61;0,78;244;4;0;0;medium;4;RandD
7329;0;0,23;0,96;242;6;0;0;medium;4;marketing
7330;0;0,73;1;146;3;0;0;medium;4;sales
7331;0;0,4;0,65;252;6;0;0;medium;4;accounting
7332;0;0,99;0,63;229;2;0;0;medium;5;support
7333;0;0,62;0,54;170;3;0;0;medium;4;technical
7334;0;0,61;0,93;250;4;0;0;medium;3;management
7335;0;0,9;0,98;243;3;0;0;medium;2;marketing
7336;0;0,93;0,67;135;3;1;0;medium;4;marketing
7337;0;0,52;0,75;266;3;0;0;medium;4;marketing
7338;0;0,77;0,72;223;3;0;0;medium;4;sales
7339;0;0,59;0,76;234;3;0;0;high;4;sales
7340;0;0,51;0,59;187;3;0;0;low;4;sales
7341;0;0,67;0,95;229;3;0;0;medium;3;sales
7342;0;0,95;0,65;155;2;1;0;medium;3;sales
7343;0;0,75;0,76;246;3;0;0;medium;3;sales
7344;0;0,54;0,61;152;3;0;0;medium;3;sales
7345;0;0,45;0,71;172;2;0;0;low;2;sales
7346;0;0,66;0,66;255;5;0;0;low;4;sales
7347;0;0,36;0,69;98;2;0;0;low;3;sales
7348;0;0,3;0,47;141;6;0;0;low;6;sales
7349;0;0,61;0,63;146;4;1;0;low;4;sales
7350;0;0,71;0,7;213;3;0;0;low;4;sales
7351;0;0,6;0,99;160;3;0;0;low;4;sales
7352;0;0,19;0,61;272;4;0;0;low;3;sales
7353;0;0,91;1;125;4;0;0;medium;4;sales
7354;0;0,98;0,69;152;2;0;0;medium;3;sales
7355;0;0,9;0,78;162;2;0;0;medium;3;sales
7356;0;0,73;0,94;251;6;0;0;medium;3;sales
7357;0;0,52;0,56;225;3;0;0;medium;3;accounting
7358;0;0,77;0,56;236;3;1;0;medium;3;accounting
7359;0;0,98;0,62;203;2;0;0;medium;3;accounting
7360;0;0,79;0,5;252;3;1;0;medium;4;hr
7361;0;0,73;0,91;135;2;0;0;medium;3;hr
7362;0;0,97;0,95;257;2;0;0;medium;3;hr
7363;0;0,38;0,6;145;5;0;0;medium;5;hr
7364;0;0,59;0,48;267;3;0;0;medium;5;technical
7365;0;0,73;0,79;208;5;0;0;medium;4;technical
7366;0;0,84;0,53;206;3;0;0;medium;4;technical
7367;0;0,61;0,59;247;2;0;0;medium;4;technical
7368;0;0,79;0,78;228;2;0;0;medium;2;technical
7369;0;0,73;0,91;248;2;1;0;medium;4;technical
7370;0;0,22;0,9;209;5;0;0;medium;4;technical
7371;0;0,84;0,52;171;3;0;0;medium;5;technical
7372;0;0,21;0,85;221;5;0;0;medium;6;technical
7373;0;0,44;0,69;173;2;0;0;medium;2;technical
7374;0;0,2;0,52;218;5;0;0;medium;5;technical
7375;0;0,51;0,86;223;3;1;0;medium;4;support
7376;0;0,55;0,98;169;2;0;0;medium;3;support
7377;0;0,24;0,38;109;2;0;0;medium;6;support
7378;0;0,65;0,77;273;2;0;0;high;4;support
7379;0;0,44;0,42;178;3;0;0;high;3;support
7380;0;0,98;0,67;189;4;0;0;high;4;support
7381;0;0,69;0,8;203;2;1;0;high;5;support
7382;0;0,71;0,56;177;4;0;0;high;3;support
7383;0;0,54;0,71;253;2;1;0;high;5;support
7384;0;0,77;0,98;273;3;0;0;high;3;support
7385;0;0,53;0,43;139;3;0;0;high;2;support
7386;0;0,64;0,72;185;2;1;0;high;3;technical
7387;0;0,69;0,59;182;4;0;0;high;5;technical
7388;0;0,93;0,71;270;2;0;0;high;5;technical
7389;0;0,58;0,65;139;4;0;0;high;3;management
7390;0;0,33;0,46;261;6;1;0;low;5;IT
7391;0;0,95;0,57;238;3;0;0;low;3;IT
7392;0;0,65;0,9;241;3;0;0;low;3;IT
7393;0;0,9;0,7;223;2;0;0;low;3;IT
7394;0;0,59;0,8;258;3;1;0;low;3;IT
7395;0;0,88;0,55;205;4;0;0;low;4;product_mng
7396;0;0,63;0,83;243;4;0;0;low;4;product_mng
7397;0;0,53;0,61;198;2;0;0;low;4;product_mng
7398;0;0,63;0,64;178;3;0;0;low;4;product_mng
7399;0;0,96;0,76;158;3;0;0;low;4;IT
7400;0;0,7;0,73;194;2;0;0;low;3;RandD
7401;0;0,73;0,36;253;2;1;0;low;4;RandD
7402;0;0,94;0,8;228;2;0;0;low;4;RandD
7403;0;0,82;0,58;227;3;0;0;low;5;RandD
7404;0;0,44;0,63;162;2;0;0;low;3;RandD
7405;0;0,58;0,9;257;3;0;0;medium;5;marketing
7406;0;0,55;0,97;140;2;0;0;medium;2;sales
7407;0;0,92;0,84;164;2;0;0;medium;3;accounting
7408;0;0,91;0,59;177;4;0;0;medium;4;support
7409;0;0,69;0,61;260;4;0;0;medium;4;technical
7410;0;0,23;0,7;233;2;0;0;medium;4;management
7411;0;0,21;0,81;227;5;0;0;medium;4;marketing
7412;0;0,51;0,6;140;3;0;0;medium;4;marketing
7413;0;0,73;0,74;254;4;1;0;medium;3;marketing
7414;0;0,65;0,67;245;3;0;0;medium;3;sales
7415;0;0,64;0,48;157;2;0;0;medium;2;sales
7416;0;0,77;0,49;265;3;0;0;medium;3;sales
7417;0;0,71;0,79;261;3;0;0;high;4;sales
7418;0;0,2;0,38;212;6;0;0;high;6;sales
7419;0;0,99;0,57;216;3;0;0;high;4;sales
7420;0;0,77;0,57;238;3;0;0;high;4;sales
7421;0;0,8;0,56;204;3;0;0;high;2;sales
7422;0;0,97;0,5;216;2;0;0;high;4;sales
7423;0;0,89;0,53;208;3;0;0;high;4;sales
7424;0;0,97;0,7;218;2;0;0;high;4;sales
7425;0;0,23;0,99;176;4;1;0;low;5;sales
7426;0;0,6;0,75;144;2;0;0;low;4;sales
7427;0;0,52;0,63;241;3;0;0;low;5;sales
7428;0;0,86;0,63;271;2;0;0;low;3;sales
7429;0;0,86;0,95;184;3;0;0;low;4;sales
7430;0;0,76;0,58;262;2;0;0;low;3;sales
7431;0;0,79;0,77;233;6;0;0;low;6;sales
7432;0;0,35;0,52;155;3;0;0;low;3;sales
7433;0;1;0,97;141;2;0;0;medium;5;accounting
7434;0;0,2;0,8;251;5;0;0;medium;6;accounting
7435;0;0,57;0,62;141;3;0;0;medium;5;accounting
7436;0;0,23;0,46;274;5;1;0;medium;4;hr
7437;0;0,82;0,97;160;2;0;0;medium;3;hr
7438;0;0,98;0,8;166;2;0;0;medium;3;hr
7439;0;0,52;0,7;219;3;0;0;medium;4;hr
7440;0;0,96;0,61;158;6;0;0;medium;4;technical
7441;0;0,69;0,64;190;4;0;0;medium;4;technical
7442;0;0,92;0,77;191;2;0;0;medium;5;technical
7443;0;0,91;0,43;117;5;1;0;medium;4;technical
7444;0;0,85;0,96;240;6;0;0;medium;4;technical
7445;0;0,91;0,77;239;2;0;0;medium;4;technical
7446;0;0,79;0,55;145;3;0;0;medium;4;technical
7447;0;0,74;0,95;157;4;0;0;medium;3;technical
7448;0;0,73;0,72;166;3;0;0;medium;3;technical
7449;0;0,55;0,98;137;2;0;0;medium;4;technical
7450;0;0,79;0,97;208;4;1;0;medium;5;technical
7451;0;0,53;0,51;174;2;0;0;medium;4;support
7452;0;0,7;0,6;267;3;0;0;medium;3;support
7453;0;0,74;0,56;125;6;0;0;medium;3;support
7454;0;0,95;0,76;220;3;0;0;medium;4;support
7455;0;0,49;0,57;141;3;0;0;medium;4;support
7456;0;0,79;0,9;146;3;1;0;high;5;support
7457;0;0,99;0,86;166;2;0;0;low;3;support
7458;0;0,56;0,79;197;2;0;0;medium;4;support
7459;0;0,7;0,79;240;2;0;0;medium;4;support
7460;0;0,93;0,65;258;3;0;0;medium;4;support
7461;0;0,46;0,66;229;3;0;0;medium;6;support
7462;0;0,24;0,61;252;4;0;0;medium;5;technical
7463;0;0,32;0,41;138;3;1;0;medium;3;technical
7464;0;0,5;0,78;208;3;1;0;medium;4;technical
7465;0;0,58;0,72;113;3;1;0;medium;3;management
7466;0;0,83;0,81;209;4;0;0;medium;4;IT
7467;0;0,57;0,42;248;4;0;0;medium;2;IT
7468;0;0,51;0,83;161;3;0;0;low;5;IT
7469;0;0,65;0,96;246;2;1;0;low;2;IT
7470;0;0,52;0,41;283;3;0;0;low;3;IT
7471;0;0,77;0,7;145;2;0;0;low;3;product_mng
7472;0;0,42;0,77;270;3;0;0;low;3;product_mng
7473;0;0,68;0,79;273;4;0;0;low;4;product_mng
7474;0;0,83;0,92;187;6;1;0;low;4;product_mng
7475;0;0,66;0,63;166;3;0;0;high;3;IT
7476;0;0,75;0,57;158;2;1;0;low;3;RandD
7477;0;0,65;0,48;229;3;0;0;high;4;RandD
7478;0;0,49;0,6;191;3;1;0;high;3;RandD
7479;0;0,77;0,96;232;2;1;0;low;3;RandD
7480;0;0,65;0,97;198;3;0;0;low;3;RandD
7481;0;0,65;0,49;238;4;0;0;high;5;marketing
7482;0;0,44;0,58;157;2;0;0;low;2;sales
7483;0;0,61;0,72;134;2;0;0;medium;4;accounting
7484;0;0,98;0,89;150;3;0;0;high;3;support
7485;0;0,68;0,88;256;2;0;0;medium;5;technical
7486;0;0,58;0,5;208;3;0;0;medium;3;management
7487;0;0,81;0,92;136;3;0;0;medium;3;marketing
7488;0;0,76;0,5;136;3;0;0;medium;4;marketing
7489;0;0,14;0,93;180;4;0;0;high;4;marketing
7490;0;0,49;0,91;227;3;0;0;medium;3;sales
7491;0;0,97;0,78;156;3;0;0;medium;5;sales
7492;0;0,91;0,6;133;4;1;0;medium;4;sales
7493;0;0,15;0,98;96;2;0;0;high;2;sales
7494;0;0,82;0,63;171;3;0;0;medium;3;sales
7495;0;0,67;0,87;177;4;0;0;high;3;sales
7496;0;0,5;0,96;274;3;0;0;low;4;sales
7497;0;0,57;0,39;145;3;0;0;medium;2;sales
7498;0;0,99;0,94;221;2;0;0;medium;5;sales
7499;0;0,97;0,94;202;2;0;0;medium;3;sales
7500;0;0,93;0,58;238;2;0;0;medium;5;sales
7501;0;0,62;0,6;170;2;0;0;low;4;sales
7502;0;0,62;0,51;208;2;1;0;low;4;sales
7503;0;0,96;0,61;199;3;0;0;low;4;sales
7504;0;0,98;0,96;253;3;0;0;low;4;sales
7505;0;0,52;0,57;239;3;0;0;low;4;sales
7506;0;0,56;0,77;279;4;0;0;low;5;sales
7507;0;0,14;0,41;114;3;0;0;low;6;sales
7508;0;0,29;0,38;105;5;0;0;low;6;sales
7509;0;0,76;0,81;193;3;1;0;low;4;accounting
7510;0;0,39;0,58;152;3;1;0;low;3;accounting
7511;0;0,96;0,72;228;2;0;0;high;4;accounting
7512;0;0,84;0,93;242;4;0;0;low;3;hr
7513;0;0,81;0,62;197;3;0;0;low;4;hr
7514;0;0,51;0,51;222;4;0;0;low;5;hr
7515;0;0,87;0,75;222;3;0;0;low;3;hr
7516;0;0,94;0,77;233;4;0;0;high;5;technical
7517;0;0,69;0,97;264;3;0;0;low;4;technical
7518;0;0,44;0,53;132;3;1;0;low;3;technical
7519;0;0,85;0,55;182;3;0;0;low;5;technical
7520;0;0,18;0,86;264;3;0;0;high;6;technical
7521;0;0,91;0,74;253;2;0;0;low;6;technical
7522;0;0,81;0,83;193;3;0;0;medium;3;technical
7523;0;0,82;0,59;143;2;1;0;high;5;technical
7524;0;0,48;0,79;180;2;0;0;medium;3;technical
7525;0;0,92;0,84;220;3;1;0;high;3;technical
7526;0;0,94;0,88;150;4;0;0;medium;5;technical
7527;0;1;0,56;182;3;0;0;medium;3;support
7528;0;0,96;0,91;257;3;0;0;medium;3;support
7529;0;0,24;0,74;269;4;1;0;medium;3;support
7530;0;0,62;0,89;243;3;0;0;medium;5;support
7531;0;0,55;0,76;257;3;0;0;medium;4;support
7532;0;0,82;0,52;233;2;0;0;medium;5;support
